 Chapter 105.5 Gold Rank Demon Spiritualist Shen Xiao (2) ,,,,,,,
 Chapter 105 Gold Rank Demon Spiritualist Shen Xiao (1) ,,,,,,,
 Chapter 104.5 ...Close Win (2) ,,,,,,,
 Chapter 104 ...Close Win (1) ,,,,,,,
 Chapter 103.5 Predicament.... (2) ,,,,,,,
 Chapter 103 Predicament.... (1) ,,,,,,,
 Chapter 102.5 Outcome (2) ,,,,,,,
 Chapter 102 Outcome (1) ,,,,,,,
 Chapter 101 Lightning Strike ,,,,,,,
 Chapter 100.5 Wager (2) ,,,,,,,
 Chapter 100 Wager (1) ,,,,,,,
 Chapter 99.5 Family Treasure (2) ,,,,,,,
 Chapter 99 Family Treasure (1) ,,,,,,,
 Chapter 98 Apology ,,,,,,,
 Chapter 97.5 Fanged Panda (2) ,,,,,,,
 Chapter 97 Fanged Panda (1) ,,,,,,,
 Chapter 96.5 The Use of The Nightmare Demon Pot (2) ,,,,,,,
 Chapter 96 The Use of The Nightmare Demon Pot (1) ,,,,,,,
 Chapter 95.5 One Hundred and Twenty (2) ,,,,,,,
 Chapter 95 One Hundred and Twenty (1) ,,,,,,,
 Chapter 94.5 The Last Treasure (2) ,,,,,,,
 Chapter 94 The Last Treasure ,,,,,,,
 Chapter 93.5 Sky High Price Elixir's (2) ,,,,,,,
 Chapter 93 Sky High Price Elixir's (1) ,,,,,,,
 Chapter 92.5 A Single Person's Auction (2) ,,,,,,,
 Chapter 92 A Single Person's Auction (1) ,,,,,,,
 Chapter 91.5 Going to Hong Yue Family (2) ,,,,,,,
 Chapter 91 Going to Hong Yue Family (1) ,,,,,,,
 Chapter 90.5 Director Yang's Visit (2) ,,,,,,,
 Chapter 90 Director Yang's Visit (1) ,,,,,,,
 Chapter 89.5 The Enforcing Elder (2) ,,,,,,,
 Chapter 89 The Enforcing Elder (1) ,,,,,,,
 Chapter 88.5 Nie Li vs Deacon Yun Hua (2) ,,,,,,,
 Chapter 88 Nie Li vs Deacon Yun Hua (1) ,,,,,,,
 Chapter 87.5 Powers (2) ,,,,,,,
 Chapter 87 Powers (1) ,,,,,,,
" Chapter 86.5 Shadow Devil, Merge! (2) ",,,,,,,
" Chapter 86 Shadow Devil, Merge! (1) ",,,,,,,
 Chapter 85.5 Homecoming (2) ,,,,,,,
 Chapter 85 Homecoming (1) ,,,,,,,
 Chapter 84.5 Results...(2) ,,,,,,,
 Chapter 84 Results ,,,,,,,
 Chapter 83.5 Soul Cyrstal Exploded (2) ,,,,,,,
 Chapter 83 Soul Cyrstal Exploded (1) ,,,,,,,
 Chapter 82.5 Fighter Apprentice Class (2) ,,,,,,,
 Chapter 82 Fighter Apprentice Class (1) ,,,,,,,
 Chapter 81 Shen Fei's Challenge ,,,,,,,
 Chapter 80 Ning'Er's Fiance ,,,,,,,
 Chapter 79 The Encounter On The School Field ,,,,,,,
 Chapter 78 The Yearly Examination Is Coming! ,,,,,,,
 Chapter 77 Five Elixirs ,,,,,,,
 Chapter 76 Amazing Talent ,,,,,,,
 Chapter 75 First Exam Passed!! ,,,,,,,
 Chapter 74 Four Hours Later ,,,,,,,
 Chapter 73 Masters ,,,,,,,
 Chapter 72 Primary Alchemist Master Exam ,,,,,,,
 Chapter 71 Alchemist Association ,,,,,,,
 Chapter 70 Passing By ,,,,,,,
 Chapter 69 Green Hat ,,,,,,,
 Chapter 68 Returning With Treasure ,,,,,,,
 Chapter 67 Rescued! ,,,,,,,
 Chapter 66 No Exits ,,,,,,,
 Chapter 65 The Abstruse Gemstone ,,,,,,,
 Chapter 64 Injury ,,,,,,,
 Chapter 63 In the White Light ,,,,,,,
 Chapter 62 Emperor Kong Ming's Stone Coffin ,,,,,,,
 Chapter 61 Shelter ,,,,,,,
 Chapter 60 Walking Towards North ,,,,,,,
 Chapter 59 Fall ,,,,,,,
 Chapter 58 Troubled Waters from the East ,,,,,,,
 Chapter 57 Pursuit in the Forest ,,,,,,,
 Chapter 56 This Person Actually Has a Demon Spirit! ,,,,,,,
 Chapter 55 Probing ,,,,,,,
 Chapter 54 Appearance of Spirit Grade Demon Beast ,,,,,,,
 Chapter 53 Archery Skill ,,,,,,,
 Chapter 52 The Target is ,,,,,,,
 Chapter 51 Arrived at Ancient Orchid City ,,,,,,,
 Chapter 50 Being Pestered ,,,,,,,
 Chapter 49 Snow Sakura Demon Spirit ,,,,,,,
" Chapter 48 Nie Li, Counterattack! ",,,,,,,
 Chapter 47 Chu Yuan's Counter ,,,,,,,
 Chapter 46 First Strike! ,,,,,,,
 Chapter 45 Challenge ,,,,,,,
 Chapter 44 HuYan LanRuo ,,,,,,,
 Chapter 43 Sacred Family's Pursuers ,,,,,,,
 Chapter 42 Foxbear Nest ,,,,,,,
 Chapter 41 Soul Forming ,,,,,,,
 Chapter 40 The Whereabouts of the Purple Mist Herb ,,,,,,,
 Chapter 39 The Winged Dragon ,,,,,,,
 Chapter 38 Date of Departure ,,,,,,,
 Chapter 37 Just You Wait! ,,,,,,,
 Chapter 36 Stop! ,,,,,,,
 Chapter 35 It's Murder! ,,,,,,,
 Chapter 34 Mass Brawl ,,,,,,,
 Chapter 33 Shopping ,,,,,,,
 Chapter 32 Butterfly ,,,,,,,
 Chapter 31 Ice Pheonix ,,,,,,,
 Chapter 30 Shocking Medicinal Effects ,,,,,,,
 Chapter 29 We're Rich ,,,,,,,
 Chapter 28 Effects Of The Purple Mist Grass ,,,,,,,
 Chapter 27 Collaboration ,,,,,,,
 Chapter 26 Chen Ling Jian ,,,,,,,
 Chapter 25 Wing-Lighting Winged Dragon Technique ,,,,,,,
 Chapter 24 Late Night ,,,,,,,
 Chapter 23 Purple Mist Grass ,,,,,,,
 Chapter 22 Soul Force Counterattack ,,,,,,,
 Chapter 21 Nie Li Knows Demonic Arts ,,,,,,,
 Chapter 20 Icewind Blizzard Inscription ,,,,,,,
 Chapter 19 Consult ,,,,,,,
 Chapter 18 Chance Meeting ,,,,,,,
 Chapter 17 Heavenly God Tactics ,,,,,,,
 Chapter 16 Top Tier Techniques ,,,,,,,
 Chapter 15 Practice! ,,,,,,,
 Chapter 14 Expelled ,,,,,,,
 Chapter 13 Copying ,,,,,,,
 Chapter 12 Scarlet Flame Explosion Inscription ,,,,,,,
 Chapter 11 Accident ,,,,,,,
 Chapter 10 Before the Class ,,,,,,,
 Chapter 9 Xiao Ning Er's Attitude ,,,,,,,
 Chapter 8 Healing Wounds ,,,,,,,
 Chapter 7 Xiao NingEr ,,,,,,,
 Chapter 6 Horned Sheep Hunter ,,,,,,,
 Chapter 5 Operation Begins ,,,,,,,
 Chapter 4 Money Makes The World Go Round ,,,,,,,
 Chapter 3 Brothers ,,,,,,,
 Chapter 2 Viewing The Sky From The Bottom of the well ,,,,,,,
 Chapter 1 Rebirth ,,,,,,,
